LGBMClassifier_stem_cap_gill_ring_and_veil_other_,XGBClassifier_stem_cap_gill_ring_and_veil_other_,RandomForestClassifier_stem_cap_gill_ringandveil_other_,CatBoostClassifier_stem_cap_gill_ring_and_veil_other_,ensemble
0.9920659619179005,0.9923001652256213,0.9910200676943808,0.9922039172909415,0.9924541619211088
0.9916071800959271,0.9919697139832208,0.9906414924846404,0.9919055486934343,0.9920755867113685
0.9919215640981218,0.9921012274859318,0.9906478790095414,0.9920017709676798,0.9922231419276598
0.9916231945433662,0.9920980192111494,0.9907794182756164,0.9919600633955097,0.9920627281885439
0.9920466868146323,0.9922616412250477,0.9909751230373379,0.9922391833015715,0.9923643060180818
